,pathway,ES,p_val,NES,FDR
120,MAP00190_Oxidative_phosphorylation,0.309241044,0.10346129,1.318415367,0.202175896
287,FRASOR_ER_UP,-0.308702668,0.096970968,1.317487611,0.200674194
94,igf1mtorPathway,0.308141047,0.104712903,1.31372565,0.204674267
90,hcmvPathway,0.308044046,0.104858065,1.313312097,0.204934853
297,GATA1_WEISS,-0.307092964,0.098735484,1.310617683,0.204370968
266,INSULIN_2F_DOWN,-0.303481723,0.102977419,1.295205554,0.213467742
80,g2Pathway,-0.30123572,0.105641935,1.285620015,0.219074194
212,ST_ADRENERGIC,-0.299956009,0.107006452,1.280158439,0.222096774
29,cell_cycle_regulator,0.298801625,0.117206452,1.273908047,0.228169381
229,ST_Phosphoinositide_3_Kinase_Pathway,0.294472482,0.123625806,1.255451216,0.239830619
54,ctla4Pathway,-0.294049411,0.114054839,1.25495014,0.237825806
142,MAP00562_Inositol_phosphate_metabolism,0.293894506,0.124425806,1.252987082,0.240551948
178,p53Pathway,0.293184929,0.125390323,1.249961875,0.242496753
192,radiation_sensitivity,-0.292534133,0.116016129,1.248483204,0.241951613
108,intrinsicPathway,-0.292238861,0.116419355,1.247223036,0.242783871
277,P53_DOWN,-0.290553398,0.118503226,1.240029784,0.247380645
182,pitx2Pathway,0.290083106,0.130087097,1.236737591,0.251311688
134,MAP00360_Phenylalanine_metabolism,-0.289119044,0.120464516,1.233908218,0.251493548
25,cell_adhesion_receptor_activity,-0.288943013,0.120670968,1.233156949,0.25193871
164,mtorPathway,0.288503173,0.132445161,1.23000172,0.255769481
206,SIG_InsulinReceptorPathwayInCardiacMyocytes,0.287579999,0.133967742,1.22606587,0.258496753
37,chrebpPathway,0.287224778,0.134467742,1.224551426,0.259519481
245,tollPathway,0.281276176,0.144212903,1.199190208,0.275383871
160,mprPathway,0.281254673,0.14426129,1.199098533,0.27546129
227,ST_MONOCYTE_AD_PATHWAY,-0.280904729,0.131287097,1.198850996,0.275648387
11,bcl2family_and_reg_network,0.280306243,0.145864516,1.195055008,0.278277419
126,MAP00251_Glutamate_metabolism,-0.279547333,0.133003226,1.193057872,0.279635484
233,ST_Wnt_Ca2_cyclic_GMP_Pathway,-0.279309024,0.133296774,1.192040812,0.280393548
223,ST_GRANULE_CELL_SURVIVAL_PATHWAY,-0.279053945,0.133641935,1.190952182,0.281154839
96,Il12Pathway,-0.279041781,0.133658065,1.190900267,0.281196774
168,ngfPathway,0.277900456,0.149964516,1.184798195,0.285596774
238,tgfbPathway,0.277426294,0.150777419,1.182776658,0.287003226
179,par1Pathway,0.276298071,0.152722581,1.177966605,0.290629032
286,BRCA_UP,-0.275484699,0.138593548,1.175719278,0.292293548
232,ST_Wnt_beta_catenin_Pathway,0.2756198,0.153954839,1.17507487,0.292783871
63,egfPathway,0.275249205,0.15463871,1.173494881,0.294041935
119,MAP00150_Androgen_and_estrogen_metabolism,-0.27436456,0.140232258,1.170938726,0.295941935
0,41bbPathway,-0.273952096,0.140767742,1.169178403,0.297251613
183,pmlPathway,-0.273141746,0.141977419,1.165719977,0.300025806
140,MAP00510_N_Glycans_biosynthesis,-0.272080838,0.143367742,1.161192212,0.303277419
12,bcrPathway,0.271848911,0.160848387,1.158998098,0.305003226
218,ST_G_alpha_5_Pathway,0.270658142,0.162929032,1.153921385,0.308767742
209,SIG_Regulation_of_the_actin_cytoskeleton_by_Rho_GTPases,0.270466263,0.163309677,1.153103327,0.309425806
257,GLYCOGEN,0.269574062,0.164951613,1.149299526,0.312490323
170,nktPathway,-0.268776909,0.148287097,1.147091635,0.314180645
197,SA_B_CELL_RECEPTOR_COMPLEXES,0.266999155,0.169751613,1.138321694,0.320864516
211,spryPathway,0.266842932,0.170041935,1.137655653,0.321377419
309,CBF_LEUKEMIA_DOWNING_AML,-0.265335762,0.153183871,1.132405434,0.32553871
205,SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,0.264134535,0.175303226,1.126108701,0.330690323
91,hdacPathway,-0.263607122,0.155767742,1.125027909,0.331480645
8,atmPathway,0.263757195,0.175977419,1.12449995,0.331883871
220,ST_Ga12_Pathway,0.262605057,0.178183871,1.119587938,0.335809677
225,ST_Interleukin_4_Pathway,0.262284516,0.178774194,1.118221346,0.336877419
117,MAP00071_Fatty_acid_metabolism,-0.261402591,0.159122581,1.115619368,0.338996774
125,MAP00240_Pyrimidine_metabolism,0.260362609,0.1823,1.110027504,0.343580645
250,vegfPathway,0.259756065,0.183448387,1.107441572,0.345641935
236,telPathway,0.259242173,0.184406452,1.105250648,0.347477419
294,XINACT_MERGED,0.257027083,0.188970968,1.095806856,0.355306452
194,relaPathway,0.256949783,0.189141935,1.095477295,0.355622581
77,fmlppathway,0.256802906,0.189458065,1.094851102,0.356180645
234,stressPathway,0.256260512,0.190567742,1.092538662,0.358041935
191,raccycdPathway,0.255785649,0.191596774,1.090514138,0.359825806
174,nthiPathway,0.25514139,0.192793548,1.087767411,0.362035484
288,FRASOR_ER_DOWN,-0.253037792,0.172322581,1.079919908,0.368916129
148,MAP00860_Porphyrin_and_chlorophyll_metabolism,-0.252427311,0.173209677,1.077314482,0.370983871
199,SA_PTEN_PATHWAY,0.251576769,0.199980645,1.072570036,0.374896774
181,pgc1aPathway,-0.251313913,0.174916129,1.072562699,0.3749
64,eif4Pathway,0.249573423,0.203967742,1.064028993,0.382074194
39,Complement_Activation_Classical,0.249159804,0.204890323,1.06226557,0.383735484
308,FETAL_LIVER_HS_ENRICHED_TF_JP,0.248066188,0.207119355,1.057603061,0.38763871
7,at1rPathway,0.245868179,0.211783871,1.04823209,0.395758065
296,GNF_FEMALE_GENES,0.245470415,0.212603226,1.046536267,0.397122581
240,tidPathway,-0.244080667,0.186345161,1.041692502,0.401412903
249,ucalpainPathway,0.24330278,0.217235484,1.037294792,0.405251613
68,epoPathway,0.241889205,0.220277419,1.031268168,0.410622581
6,arfPathway,0.241077155,0.222106452,1.027806082,0.41383871
131,MAP00330_Arginine_and_proline_metabolism,-0.239200027,0.1944,1.020862807,0.420103226
189,pyk2Pathway,0.239284565,0.226103226,1.020163568,0.420848387
213,ST_B_Cell_Antigen_Receptor,0.238074558,0.228870968,1.015004837,0.425651613
69,erk5Pathway,0.237916809,0.229209677,1.01433229,0.426312903
65,electron_transport,-0.237656846,0.197112903,1.014276787,0.426351613
222,ST_Gaq_Pathway,-0.237033889,0.198064516,1.011618118,0.428696774
187,ptdinsPathway,0.233860119,0.2385,0.997037039,0.442332258
180,pdgfPathway,0.233179831,0.24013871,0.994136703,0.445322581
19,caspasePathway,-0.231714946,0.207390323,0.988917826,0.450432258
155,Matrix_Metalloproteinases,-0.229592978,0.211193548,0.979861645,0.459112903
157,mef2dPathway,0.228622992,0.250964516,0.974709118,0.464329032
283,LEU_DOWN,0.228435373,0.251412903,0.973909225,0.465148387
14,breast_cancer_estrogen_signalling,-0.228089789,0.213932258,0.973446305,0.465583871
16,calcineurinPathway,0.228032248,0.252319355,0.972190545,0.466729032
84,gleevecPathway,0.227943808,0.252519355,0.971813493,0.46706129
1,actinYPathway,-0.22650472,0.216703226,0.966681514,0.471893548
106,insulinPathway,0.225703392,0.257616129,0.962261726,0.476506452
139,MAP00500_Starch_and_sucrose_metabolism,0.22456658,0.260280645,0.957415051,0.481254839
33,cell_surface_receptor_linked_signal_transduction,-0.224273495,0.221083871,0.957159048,0.481477419
299,HOX_LIST_JP,0.224344,0.260748387,0.956466105,0.482167742
221,ST_Ga13_Pathway,-0.223977735,0.2217,0.955896794,0.482735484
34,cellcyclePathway,0.224137903,0.261241935,0.955587432,0.483048387
196,S1P_Signaling,-0.223742599,0.222116129,0.954893277,0.483670968
290,ANDROGEN_GENES_FROM_NETAFFX,-0.223642996,0.222287097,0.954468189,0.484093548
85,Glycogen_Metabolism,0.223832233,0.261890323,0.954284245,0.484235484
289,ANDROGEN_UP_GENES,-0.223143217,0.223245161,0.952335222,0.486274194
158,metPathway,0.223246086,0.263332258,0.951785269,0.486822581
274,ANTI_CD44_UP,-0.22262645,0.224245161,0.950129753,0.488406452
136,MAP00380_Tryptophan_metabolism,-0.222434849,0.224587097,0.949312036,0.489190323
102,il7Pathway,0.222152101,0.265854839,0.947121182,0.491422581
177,p53hypoxiaPathway,-0.220427785,0.228312903,0.940746246,0.497722581
241,tnf_and_fas_network,0.220456861,0.269948387,0.939893715,0.498635484
38,ck1Pathway,0.220197364,0.270432258,0.938787377,0.49963871
107,integrinPathway,0.219872492,0.271167742,0.937402319,0.501016129
41,CR_CAM,-0.219333982,0.23046129,0.936078089,0.502345161
127,MAP00252_Alanine_and_aspartate_metabolism,-0.216759616,0.235467742,0.92509116,0.513374194
58,deathPathway,-0.21664696,0.235690323,0.924610361,0.513877419
130,MAP00310_Lysine_degradation,0.216826923,0.278316129,0.924417871,0.514087097
22,cdmacPathway,0.216232947,0.279719355,0.921885518,0.516703226
57,dcPathway,-0.215568862,0.237835484,0.920009235,0.518648387
43,CR_CYTOSKELETON,0.215517013,0.281525806,0.918833212,0.519925806
208,SIG_PIP3SIGINCARDIACMYOCTES,0.213753861,0.285990323,0.911316207,0.527867742
169,nkcellsPathway,0.212938346,0.28803871,0.907839347,0.531583871
98,il1rPathway,0.209921193,0.295587097,0.894976045,0.544967742
82,gcrPathway,0.209818688,0.295829032,0.894539025,0.545416129
210,sppaPathway,-0.20946933,0.24986129,0.893977526,0.545983871
114,MAP00030_Pentose_phosphate_pathway,0.208892835,0.298164516,0.890591755,0.549603226
40,compPathway,-0.206526322,0.255909677,0.881417297,0.559496774
203,SIG_CD40PATHWAYMAP,-0.202700394,0.263370968,0.86508892,0.576870968
95,igf1Pathway,0.200012238,0.320651613,0.852730299,0.590332258
156,mcalpainPathway,-0.199568027,0.270093548,0.85172054,0.5914
246,tpoPathway,0.199670029,0.321551613,0.851271328,0.591793548
278,RAP_UP,0.198663122,0.324041935,0.846978491,0.596441935
267,INSULIN_2F_UP,0.197859337,0.326148387,0.84355164,0.600164516
132,MAP00340_Histidine_metabolism,-0.196695997,0.275983871,0.839463233,0.604732258
17,cardiacegfPathway,-0.195558971,0.278429032,0.834610608,0.61006129
100,il2rbPathway,0.195746231,0.331680645,0.834542643,0.610151613
86,gpcrPathway,0.194973979,0.333664516,0.831250233,0.613848387
124,MAP00230_Purine_metabolism,0.194558397,0.334883871,0.829478445,0.615983871
31,cell_motility,-0.193879919,0.282193548,0.827444714,0.618290323
62,edg1Pathway,0.193200075,0.338358065,0.823687389,0.6225
10,badPathway,0.192296528,0.340545161,0.819835215,0.626432258
260,GO_ROS,-0.19039382,0.289390323,0.812566669,0.634580645
116,MAP00052_Galactose_metabolism,0.190061417,0.346622581,0.81030606,0.637083871
184,pparaPathway,-0.188798871,0.292719355,0.805759714,0.642151613
61,ecmPathway,0.18802773,0.351922581,0.801635661,0.646916129
268,NFKB_INDUCED,-0.187811476,0.295035484,0.801545688,0.647003226
50,CR_TRANSCRIPTION_FACTORS,-0.18778037,0.295096774,0.801412934,0.647154839
83,ghPathway,0.187189746,0.354206452,0.798063007,0.651051613
52,crebPathway,0.186080213,0.356916129,0.793332633,0.656306452
202,SIG_BCR_Signaling_Pathway,0.186005826,0.357106452,0.793015493,0.656654839
282,LEU_UP,0.185661036,0.35803871,0.79154552,0.658396774
72,fasPathway,-0.183658992,0.304109677,0.783823633,0.666890323
146,MAP00650_Butanoate_metabolism,-0.183031315,0.30543871,0.781144822,0.669816129
2,aktPathway,0.183015093,0.364919355,0.780264833,0.670816129
165,ndkDynaminPathway,0.181329899,0.369251613,0.773080191,0.678990323
153,MAPK_Cascade,-0.180044391,0.312187097,0.768397165,0.684406452
55,cxcr4Pathway,0.17944717,0.374451613,0.765053381,0.688348387
13,biopeptidesPathway,0.178570132,0.3767,0.761314225,0.692490323
88,GPCRs_Class_B_Secretinlike,0.178533004,0.376777419,0.761155933,0.692629032
173,nos1Pathway,-0.178331274,0.315867742,0.761085888,0.692674194
76,fcer1Pathway,0.177648482,0.379041935,0.757384871,0.6968
214,ST_Dictyostelium_discoideum_cAMP_Chemotaxis_Pathway,0.177426522,0.379583871,0.756438571,0.697806452
79,g1Pathway,0.176607854,0.381712903,0.752948268,0.701667742
123,MAP00220_Urea_cycle_and_metabolism_of_amino_groups,-0.175490848,0.321916129,0.748963458,0.706170968
118,MAP00120_Bile_acid_biosynthesis,-0.174626708,0.323625806,0.745275466,0.709967742
259,GO_0005739,0.173312792,0.390003226,0.738900131,0.716803226
207,SIG_PIP3_signaling_in_B_lymphocytes,0.172027616,0.393274194,0.733420923,0.722770968
248,tumor_supressor,0.171029263,0.395806452,0.729164555,0.727454839
144,MAP00620_Pyruvate_metabolism,0.169770332,0.399048387,0.723797243,0.733377419
269,NFKB_REDUCED,0.165844884,0.408709677,0.707061522,0.751735484
281,GLUT_DOWN,0.165838343,0.408725806,0.707033636,0.751764516
263,mitochondr,0.165024716,0.410751613,0.703564827,0.755345161
27,cell_cycle_arrest,-0.164124758,0.346109677,0.700455027,0.758606452
45,CR_DNA_MET_AND_MOD,0.163393272,0.414690323,0.696609345,0.762609677
305,KRAS_TOP100_KNOCKDOWN,-0.161188149,0.352454839,0.687922105,0.772009677
21,ccr5Pathway,0.161349394,0.419567742,0.687895492,0.772045161
302,DOWNREG_BY_HOXA9,0.160671904,0.421209677,0.685007087,0.775109677
265,shh_lisa,0.160243163,0.422277419,0.6831792,0.777087097
275,HOXA9_DOWN,-0.159169247,0.356819355,0.679305796,0.781174194
115,MAP00051_Fructose_and_mannose_metabolism,-0.159075232,0.356990323,0.678904555,0.781564516
3,alkPathway,-0.158574986,0.358077419,0.676769593,0.783822581
89,gsk3Pathway,0.158040748,0.427403226,0.673789442,0.786925806
28,cell_cycle_checkpoint,-0.157752488,0.359832258,0.673259321,0.787509677
226,ST_JNK_MAPK_Pathway,-0.156896113,0.361651613,0.669604464,0.791348387
295,TESTIS_GENES_FROM_XHX_AND_NETAFFX,-0.156812251,0.361806452,0.66924656,0.791732258
201,shhPathway,0.156899901,0.430093548,0.668925566,0.792116129
44,CR_DEATH,-0.155853668,0.363706452,0.665155499,0.795816129
276,P53_UP,-0.152576766,0.37033871,0.65117027,0.8096
215,ST_Differentiation_Pathway_in_PC12_Cells,0.15262074,0.439541935,0.650681831,0.810116129
166,nfatPathway,-0.151954189,0.371580645,0.648513222,0.812251613
36,chemicalPathway,0.149845082,0.445548387,0.638848118,0.821893548
242,tnfr1Pathway,-0.149511765,0.376693548,0.638089395,0.822612903
71,etsPathway,0.148349895,0.448725806,0.632473553,0.827941935
48,CR_REPAIR,0.148152303,0.449109677,0.631631139,0.828664516
26,Cell_Cycle,0.147452741,0.450503226,0.628648632,0.83143871
87,GPCRs_Class_A_Rhodopsinlike,-0.146427109,0.382367742,0.624924636,0.834703226
303,UPREG_BY_HOXA9,0.146305366,0.452903226,0.623756924,0.835783871
145,MAP00640_Propanoate_metabolism,0.145854186,0.453812903,0.621833367,0.837535484
161,mRNA_processing,0.145306363,0.454906452,0.619497785,0.839629032
171,no1Pathway,0.145253687,0.455035484,0.619273207,0.839870968
261,human_mitoDB_6_2002,0.144862065,0.455890323,0.617603571,0.841474194
137,MAP00410_beta_Alanine_metabolism,0.144129763,0.457280645,0.61448148,0.844283871
272,HTERT_DOWN,-0.141705152,0.391096774,0.604772168,0.8529
129,MAP00280_Valine_leucine_and_isoleucine_degradation,0.141616151,0.462280645,0.603764968,0.853822581
262,INS,-0.141211916,0.391987097,0.602667127,0.854748387
190,rac1Pathway,-0.140946058,0.392458065,0.601532491,0.855670968
60,drug_resistance_and_metabolism,-0.138849098,0.396032258,0.592583045,0.863122581
279,RAP_DOWN,0.136545909,0.471609677,0.582148549,0.87163871
307,ADULT_LIVER_vs_FETAL_LIVER_GNF2,0.136013549,0.472545161,0.579878889,0.873396774
285,GLUCOSE_DOWN,0.135878985,0.472777419,0.579305192,0.87386129
235,tcrPathway,0.135702621,0.47313871,0.578553282,0.874503226
237,TGF_Beta_Signaling_Pathway,0.135622994,0.473287097,0.578213799,0.874774194
141,MAP00561_Glycerolipid_metabolism,-0.134944254,0.402274194,0.575917871,0.876406452
301,PROLIF_GENES,-0.134724122,0.402696774,0.574978384,0.877190323
24,cell_adhesion_molecule_activity,-0.134318113,0.4033,0.573245611,0.878451613
105,insulin_signalling,0.13422838,0.475496774,0.572268018,0.879122581
154,mapkPathway,0.134009009,0.475880645,0.571332751,0.879867742
304,KRAS_TOP100_CONTROL,-0.132917111,0.405487097,0.567266389,0.883
256,GLUCO,0.131078473,0.4808,0.558838732,0.889419355
219,ST_G_alpha_i_Pathway_,0.12934442,0.483551613,0.551445785,0.894658065
109,keratinocytePathway,0.12737195,0.486532258,0.543036376,0.90043871
292,AR_MOUSE,0.126528909,0.487835484,0.539442164,0.903016129
291,AR_ORTHOS_MAPPED_TO_U133_VIA_NETAFFX,0.126528909,0.487835484,0.539442164,0.903016129
32,cell_proliferation,-0.123354847,0.419390323,0.526456359,0.911551613
176,p53_signalling,0.121079554,0.495380645,0.516209434,0.917841935
53,cskPathway,-0.119331314,0.424480645,0.509284642,0.921909677
4,amiPathway,-0.119331314,0.424480645,0.509284642,0.921909677
46,CR_IMMUNE_FUNCTION,-0.118734665,0.425167742,0.506738252,0.923335484
271,EMT_DOWN,-0.117001319,0.427245161,0.499340643,0.927664516
99,il2Pathway,0.116403688,0.501348387,0.496274392,0.929422581
112,MAP00010_Glycolysis_Gluconeogenesis,0.114909413,0.503196774,0.489903713,0.932974194
133,MAP00350_Tyrosine_metabolism,0.113883949,0.504416129,0.48553176,0.93533871
230,ST_T_Cell_Signal_Transduction,-0.113153411,0.431603226,0.482918462,0.936709677
300,HUMAN_CD34_ENRICHED_TF_JP,0.111048589,0.507719355,0.473443514,0.941535484
42,CR_CELL_CYCLE,0.107063833,0.511980645,0.45645494,0.9497
92,hivnefPathway,0.105173321,0.513987097,0.448394951,0.95326129
204,SIG_CHEMOTAXIS,0.103561109,0.515516129,0.441521462,0.956125806
67,electron_transporter_activity,0.102806969,0.516235484,0.438306267,0.957425806
217,ST_Fas_Signaling_Pathway,0.10158682,0.517325806,0.433104294,0.959467742
231,ST_Tumor_Necrosis_Factor_Pathway,0.099083362,0.519583871,0.422431078,0.963635484
59,DNA_DAMAGE_SIGNALLING,0.098027379,0.520432258,0.41792901,0.965383871
293,AR_MOUSE_PLUS_TESTO_FROM_NETAFFX,0.097555238,0.52086129,0.415916089,0.966158065
228,ST_p38_MAPK_Pathway,0.097481697,0.520919355,0.41560255,0.966264516
175,p38mapkPathway,0.08975168,0.526741935,0.382646469,0.97686129
280,GLUT_UP,0.088755168,0.527435484,0.378397951,0.97816129
251,vipPathway,0.088124313,0.527819355,0.37570837,0.97886129
15,ca_nf_at_signalling,0.086339467,0.528987097,0.368098874,0.980964516
253,Wnt_Signaling,-0.085307183,0.452425806,0.364075753,0.981945161
298,HEMO_TF_LIST_JP,-0.082844358,0.453532258,0.35356486,0.984287097
49,CR_SIGNALLING,-0.081849317,0.453929032,0.349318204,0.985154839
264,PGC,0.081369348,0.531503226,0.346909315,0.985622581
224,ST_Integrin_Signaling_Pathway,0.080944475,0.531690323,0.345097914,0.985948387
47,CR_PROTEIN_MOD,-0.068993026,0.457667742,0.29444986,0.994009677
23,cell_adhesion,-0.066457276,0.458164516,0.283627732,0.99513871
273,HTERT_UP,-0.066119812,0.45823871,0.282187496,0.995322581
